age,height,weight
22,168,67.6
19,177,74.8
20,171,71.6
24,177,76.9
20,193,95.7
24,181,78.5
18,168,64.7
20,161,67.1
22,169,67.9
27,184,84.9
19,174,73.2
23,168,70.3
21,170,73.7
21,190,87.3
19,158,60.8
21,163,67.2
24,193,94.4
20,155,62.1
32,179,77.1
23,169,70.3
20,156,64.0
59,171,68.7
18,154,60.3
21,190,90.9
19,174,78.8
20,173,69.6
22,184,79.0
20,184,79.2
24,164,71.0
22,163,68.2
21,169,70.7
25,174,74.4
20,187,86.1
19,167,66.6
22,167,68.0
42,156,64.5
22,158,61.0
21,172,78.0
21,170,70.3
20,158,64.5
24,178,75.5
23,168,72.8
21,157,63.4
21,157,63.5
22,175,75.8
21,170,72.8
24,165,64.5
23,181,82.7
19,181,81.1
24,171,67.9
21,165,72.0
20,163,66.3
23,161,68.3
19,167,70.9
19,159,70.0
19,153,63.3
21,157,65.8
21,183,78.6
22,176,70.9
21,172,69.0
21,195,96.5
24,167,63.2
20,176,73.3
20,194,96.1
20,144,54.8
21,186,85.1
25,156,63.3
21,170,72.8
21,184,83.4
23,169,65.4
20,167,68.4
20,177,80.7
19,187,82.8
19,159,64.1
19,171,73.1
20,179,73.8
21,172,75.5
19,184,86.6
21,167,67.2
19,164,65.9
23,178,76.4
23,148,62.3
22,186,83.5
25,188,87.4
20,172,70.4
24,150,62.1
20,169,69.9
20,156,66.4
20,168,71.4
23,185,82.7
19,183,79.3
18,159,67.1
24,165,65.0
20,166,65.8
20,167,65.0
23,170,74.4
22,184,81.1
23,160,66.6
64,160,63.6
19,186,89.2
19,160,63.5
24,179,75.2
23,180,80.3
19,157,62.6
23,168,69.0
22,189,86.9
21,186,83.6
20,164,68.3
22,161,67.2
20,162,65.2
21,177,72.3
23,178,77.1
19,169,72.1
21,184,79.1
20,173,74.6
19,172,72.1
23,192,92.2
25,174,75.3
20,189,87.1
23,178,76.7
20,165,66.1
21,156,59.8
22,164,69.2
21,182,81.3
18,168,72.2
23,148,58.0
24,186,82.8
20,160,58.4
21,174,71.9
22,164,66.0
20,164,68.1
20,160,65.9
20,173,73.4
23,173,71.0
21,156,61.8
37,171,71.8
22,160,59.7
18,151,58.9
21,177,74.4
26,167,68.8
20,174,71.0
20,150,60.1
21,184,84.4
22,176,78.0
23,161,65.6
63,159,64.7
21,150,61.7
22,180,83.1
19,159,62.9
22,173,71.4
24,183,83.4
19,160,67.8
22,170,65.9
23,175,72.8
21,175,75.3
22,174,70.3
22,172,73.4
21,157,65.1
23,170,73.1
21,157,64.7
23,172,76.8
21,161,63.4
23,167,65.2
22,167,71.5
24,176,72.3
24,185,85.4
21,164,66.7
23,190,88.6
21,175,77.6
23,184,80.6
22,169,68.6
22,192,86.1
21,182,80.1
19,173,73.2
25,167,70.2
23,173,70.5
21,182,76.1
23,184,83.3
22,193,94.1
23,166,67.0
22,176,73.7
22,168,71.7
23,180,80.8
18,163,68.5
20,164,67.0
22,184,86.1
21,170,69.0
21,195,98.8
23,166,65.2
21,195,97.6
19,173,75.0
21,175,74.0
21,152,59.6
19,156,62.3
26,184,80.7
20,188,87.9
22,175,69.8
20,180,77.7
21,160,60.1
23,159,65.9
20,167,68.1
22,165,64.7
21,183,81.7
24,170,71.2
20,177,74.3
22,165,68.5
25,164,73.8
57,165,68.6
20,163,68.7
21,180,74.8
23,176,72.3
18,166,70.4
22,176,78.5
23,180,79.2
19,151,63.4
22,178,74.6
20,180,80.0
21,167,65.9
21,167,63.1
21,162,67.7
24,164,66.9
24,173,73.4
22,162,69.0
24,159,63.2
24,157,63.8
19,167,66.8
22,175,72.9
25,173,75.8
42,174,75.2
22,178,78.2
20,180,75.6
21,175,78.8
22,162,71.2
21,171,71.0
20,165,70.7
21,170,69.8
20,179,80.0
20,172,70.4
20,157,58.8
19,164,70.7
22,176,77.6
21,158,63.8
23,152,62.2
23,160,66.1
23,183,83.2
22,182,78.0
20,167,71.6
20,157,63.4
21,174,73.1
20,176,72.6
23,176,77.6
20,161,65.2
22,162,67.0
20,179,74.5
25,162,65.2
33,180,80.0
22,176,73.0
23,178,79.1
25,193,91.1
21,151,60.7
20,173,75.9
18,172,74.4
19,163,70.5
23,165,66.6
20,173,76.8
22,164,69.7
19,187,89.2
22,166,67.1
20,186,84.8
21,171,71.6
22,167,71.7
20,154,64.7
22,179,76.2
20,184,82.1
18,172,70.1
24,176,74.4
19,168,66.5
20,167,67.8
22,189,90.7
21,168,76.1
22,159,69.2
44,164,68.5
23,160,66.5
20,170,69.8
21,180,77.2
20,187,86.8
19,166,68.6
24,181,83.9
20,182,80.2
25,174,72.4
19,160,67.4
19,168,69.1
19,179,77.6
22,166,66.1
21,185,83.1
22,151,60.1
22,158,60.1
21,188,87.4
19,158,62.5
23,162,68.4
21,182,82.3
20,163,66.0
21,188,83.7
23,174,73.7
22,154,63.4
55,176,76.7
19,184,82.9
19,155,60.8
20,182,83.1
21,180,83.1
20,165,69.6
22,172,70.7
21,184,80.6
20,163,62.7
22,187,85.8
23,166,62.5
23,157,66.6
22,167,68.0
22,178,74.1
21,166,67.2
20,174,77.6
26,166,69.5
18,174,75.6
22,159,66.5
22,152,60.4
21,178,81.0
21,169,69.1
21,170,68.3
23,171,71.4
22,168,67.8
21,166,70.2
21,172,76.9
20,173,71.7
21,181,78.0
22,188,87.6
21,172,70.7
21,178,73.8
22,170,67.6
20,165,63.4
22,188,89.8
22,155,63.0
23,170,70.2
21,179,75.9
18,189,84.9
23,162,65.6
23,174,71.5
22,159,63.6
20,168,72.0
19,185,76.8
23,191,90.3
21,177,78.8
22,169,69.4
22,172,68.7
21,182,79.4
20,172,71.7
25,162,62.4
24,178,75.3
23,166,66.1
23,156,68.5
23,172,68.6
23,164,67.5
23,171,66.9
25,159,65.6
21,171,71.7
21,190,89.0
21,176,74.2
22,178,75.8
21,178,76.3
20,186,85.1
22,172,74.3
23,170,72.1
21,178,76.5
26,160,64.3
18,181,77.5
19,162,63.2
22,171,70.8
23,170,73.0
19,169,69.5
21,162,67.4
21,176,76.8
22,177,77.7
27,180,77.5
22,165,69.1
22,185,83.4
22,170,67.3
21,186,80.9
19,182,79.4
21,160,64.5
19,166,68.2
22,175,74.0
22,162,66.2
21,173,68.0
24,160,66.8
20,172,68.3
20,168,68.6
20,174,75.5
22,180,80.2
21,182,78.9
19,173,74.3
19,165,66.6
21,145,58.4
23,177,74.9
23,164,66.8
22,184,84.1
20,190,88.8
18,173,72.6
20,184,82.0
19,169,68.0
23,183,81.0
25,164,66.7
19,177,72.7
20,177,74.4
18,170,69.4
23,175,75.4
20,160,62.7
21,172,71.6
23,159,62.1
24,186,85.3
22,173,74.7
22,177,80.8
59,175,73.3
25,160,64.3
21,186,76.9
27,162,68.9
21,188,86.1
21,166,63.5
22,155,63.8
21,190,87.7
18,169,69.4
20,180,80.2
43,183,82.8
19,170,72.8
19,152,64.6
20,182,83.0
20,161,64.3
22,196,96.4
19,161,68.9
22,180,81.3
21,176,73.7
22,158,60.8
22,162,66.2
22,174,75.6
22,176,76.2
22,161,67.1
20,161,68.0
20,172,74.1
20,172,70.5
24,190,89.9
19,181,77.1
21,150,65.4
20,173,68.7
19,171,69.7
42,177,74.8
23,179,79.9
19,173,72.9
22,173,74.4
19,150,59.1
20,169,72.5
21,180,72.8
21,174,73.2
19,168,69.5
23,173,74.8
20,164,67.7
22,167,66.3
18,171,63.4
19,169,67.9
22,178,75.5
21,163,70.2
34,159,63.2
22,160,64.8
22,163,70.3
23,169,71.1
20,174,78.0
22,147,57.3
25,166,67.1
21,176,74.2
22,153,61.6
23,176,74.0
21,161,67.5
23,177,71.4
22,182,81.5
20,171,70.4
21,164,66.1
23,145,60.3
22,160,64.0
18,162,66.6
19,158,65.7
21,188,87.0
20,168,70.3
22,170,70.2
20,185,83.5
18,178,77.3
19,179,78.2
20,154,64.5
24,184,81.7
23,181,73.8
20,176,73.8
23,166,70.5
21,170,68.8
24,168,70.2
22,164,64.5
19,162,64.6
20,163,63.6
25,172,75.1
20,167,70.6
24,158,62.0
23,172,70.3
21,169,70.9
21,178,76.8
20,171,70.7
19,167,67.3
25,172,74.3
18,189,85.2
23,151,60.8
23,165,63.8
21,163,68.2
21,163,68.7
20,201,109.3
21,175,73.2
21,175,72.4
23,184,79.4
25,180,81.5
24,177,75.4
26,167,69.4
19,165,71.5
22,182,81.3
22,157,62.6
24,168,69.3
23,168,72.2
22,156,64.8
35,188,80.2
21,173,72.3
20,184,81.1
22,178,77.9
21,186,86.9
22,189,87.9
44,188,86.6
51,164,68.5
20,157,62.4
20,158,60.7
19,182,80.7
22,160,67.7
19,168,68.9
19,170,71.0
23,160,62.2
21,171,71.6
43,178,74.8
45,155,66.7
20,170,71.0
18,181,80.9
23,166,71.5
19,161,67.7
21,176,69.8
23,185,80.4
21,169,71.7
24,186,82.8
20,190,85.5
22,169,72.2
20,174,72.5
20,165,66.1
20,149,58.3
57,171,70.0
19,162,67.3
21,190,86.4
25,151,64.3
20,154,60.8
23,159,65.8
23,166,66.2
19,164,62.6
63,162,68.0
22,188,89.0
20,172,70.2
22,189,80.5
21,151,58.4
19,167,69.6
19,158,63.8
22,192,93.3
23,164,71.3
19,179,77.5
21,190,86.0
19,165,67.8
21,177,80.8
19,172,72.7
20,188,89.1
22,174,76.3
21,185,84.2
19,179,79.2
21,167,68.9
18,164,64.0
21,180,78.9
21,166,70.0
22,185,85.0
20,179,76.9
19,176,79.5
20,175,76.2
22,183,82.4
23,154,61.0
21,166,67.4
23,178,76.5
21,169,70.8
20,180,80.3
20,161,66.8
20,176,75.5
21,160,66.0
23,181,80.2
46,162,66.1
22,158,63.6
20,177,76.5
23,177,77.8
25,155,61.5
21,168,69.3
22,168,70.2
19,173,74.5
23,174,76.8
22,165,69.0
20,177,75.4
23,192,89.7
21,172,73.1
22,176,77.5
23,186,82.4
21,168,70.7
19,157,65.3
21,184,78.0
23,163,67.3
43,170,71.6
21,164,67.0
21,164,65.5
33,181,84.0
21,190,91.2
22,172,70.3
24,165,67.2
20,178,76.1
20,168,74.3
23,170,70.8
18,184,82.1
21,179,77.7
21,162,67.1
22,184,84.9
21,170,70.0
20,164,68.5
23,185,86.2
21,181,83.6
19,187,81.4
20,158,65.5
21,174,76.8
60,165,65.0
45,178,77.3
21,196,102.2
21,170,70.0
21,163,66.1
19,184,83.8
21,178,77.3
20,163,67.1
22,164,72.3
21,176,74.3
20,155,61.0
18,168,71.8
20,172,71.1
24,183,79.3
22,169,68.1
22,141,55.9
21,186,83.9
20,169,68.8
20,161,68.2
23,150,61.4
22,161,65.8
25,178,76.1
21,165,67.0
21,168,69.0
21,173,73.8
21,174,75.4
22,166,64.8
20,161,60.9
21,188,85.3
26,175,76.9
19,176,72.6
20,143,56.2
21,157,64.4
21,169,71.8
20,164,70.0
33,152,60.1
24,173,74.4
22,179,73.9
25,177,74.4
22,191,89.5
21,168,71.4
20,186,86.5
21,171,66.9
18,183,80.5
29,168,66.9
34,178,73.8
22,167,70.5
22,164,65.4
22,173,73.2
18,172,71.5
51,152,63.8
20,161,67.0
21,143,56.6
21,173,71.6
21,165,70.3
23,158,59.6
21,162,65.5
19,190,87.5
51,192,90.0
22,187,88.2
19,192,92.1
21,181,84.0
21,170,70.0
20,164,67.7
18,166,72.1
21,162,65.8
21,161,65.1
20,160,65.7
18,170,73.0
24,179,74.1
20,183,81.3
19,162,62.0
22,184,81.8
21,161,68.3
22,155,64.7
19,159,69.3
22,170,67.3
19,148,61.3
44,158,63.5
19,180,77.0
21,160,64.5
21,175,74.3
22,183,83.2
20,186,85.7
25,182,78.1
18,170,72.6
22,174,74.1
22,170,68.4
20,159,67.3
24,154,62.1
22,160,65.8
23,176,77.8
20,178,73.2
21,171,66.0
21,171,71.8
21,184,80.8
22,176,78.5
20,185,78.6
22,195,94.4
23,181,82.4
49,150,60.8
20,157,60.3
22,171,68.6
22,164,70.2
19,182,83.8
31,173,74.2
22,194,96.7
19,157,61.3
21,154,65.3
21,180,78.4
26,180,77.8
19,164,66.3
21,173,75.1
23,155,64.8
22,159,64.4
20,169,71.5
21,164,64.8
20,188,93.1
21,161,65.9
24,190,91.3
22,174,68.6
20,166,69.3
21,174,75.1
23,159,65.8
20,180,78.9
21,168,70.5
23,180,76.0
20,156,62.6
20,188,86.7
22,158,63.0
23,174,75.1
23,184,80.9
56,183,81.2
22,177,78.9
21,149,58.1
20,178,77.2
21,171,74.4
21,173,76.5
19,171,70.6
23,145,63.2
21,184,82.3
21,158,59.6
22,171,76.0
24,169,71.6
22,181,79.3
22,167,68.5
21,163,66.9
21,162,67.2
19,169,70.2
21,189,88.5
21,168,70.5
19,155,61.8
41,181,74.3
26,167,72.3
22,174,73.5
22,163,62.6
22,157,62.4
24,156,65.1
22,166,69.2
25,198,98.1
22,159,62.6
26,160,68.7
21,181,78.7
19,164,66.4
23,170,68.8
36,192,87.7
24,152,61.4
22,169,67.3
23,174,74.2
24,158,63.8
20,169,67.8
22,167,68.3
18,165,68.0
19,170,70.5
47,167,67.4
24,181,80.1
22,167,65.1
22,174,73.8
23,162,64.5
26,164,69.6
19,159,60.8
23,163,65.4
24,164,65.6
21,169,70.6
22,184,82.6
20,172,75.6
50,169,72.8
22,185,83.2
22,171,66.9
21,160,65.8
19,174,75.6
20,168,68.3
20,167,68.5
22,162,67.2
21,157,64.8
19,185,82.7
23,179,75.0
21,160,66.5
22,171,69.9
19,184,82.1
22,161,64.6
22,161,69.0
20,174,73.3
23,152,61.5
21,180,78.9
24,190,88.6
21,157,63.8
20,160,63.5
20,186,80.3
19,163,67.3
19,160,65.9
25,148,57.5
22,164,65.1
45,160,63.5
22,166,67.7
22,184,82.7
22,162,65.4
31,152,65.3
21,167,65.0
20,188,83.5
20,171,71.9
20,176,72.8
19,167,73.1
21,192,93.4
22,175,74.1
22,177,74.0
22,181,74.7
21,173,71.8
19,159,64.8
21,156,64.7
22,144,60.9
24,183,82.8
19,149,62.6
52,161,64.2
22,168,70.7
22,180,79.0
19,176,74.3
22,181,82.1
22,175,77.0
20,188,84.2
19,152,59.6
22,177,72.4
20,174,70.6
21,173,71.6
22,158,64.6
23,167,73.7
28,182,82.8
21,175,75.7
22,166,66.5
24,179,75.0
23,169,68.0
21,185,82.3
21,174,76.1
22,179,79.1
22,162,58.6
20,173,76.0
22,176,76.0
18,167,71.4
24,179,79.1
21,172,72.1
21,165,69.8
21,171,71.5
19,166,68.1
21,160,67.4
21,181,80.4
21,178,75.7
23,151,60.7
21,166,68.4
21,169,66.8
22,180,75.6
23,184,78.7
21,158,62.9
22,173,72.3
18,172,74.4
20,188,85.6
21,176,73.0
20,183,82.1
21,163,67.5
22,163,68.4
20,184,81.3
22,173,72.4
20,178,74.0
20,160,67.7
23,168,69.3
21,168,71.7
22,173,71.6
22,167,76.1
22,185,83.4
20,166,65.2
25,168,69.0
29,165,65.8
22,169,74.8
23,168,75.1
42,175,72.1
62,142,60.5
58,177,76.9
20,164,63.5
39,177,74.7
20,168,63.0
22,193,93.0
20,194,90.6
23,167,69.4
24,156,62.1
21,179,85.2
23,180,75.7
21,180,80.6
18,164,63.8
21,183,82.1
19,185,81.3
28,163,65.9
19,160,62.8
20,167,66.7
32,164,71.2
23,179,78.3
34,175,71.3
20,164,63.5
19,154,62.2
24,159,62.6
21,179,73.9
21,176,74.3
21,189,85.8
20,166,66.1
21,159,66.0
22,159,64.2
20,180,77.7
22,176,73.6
20,156,60.4
22,156,61.6
19,170,72.8
18,160,65.9
20,178,84.6
20,170,73.9
20,184,88.3
21,159,62.5
22,161,64.8
20,154,59.8
21,193,94.1
21,159,62.1
20,161,66.3
22,176,73.1
21,181,78.8
21,162,66.9
21,149,60.1
21,169,70.0
22,174,72.4
19,182,80.3
21,142,57.9
19,194,94.1
19,164,66.1
23,184,84.6
24,165,61.6
21,176,73.7
26,174,70.6
22,192,95.3
53,147,59.1
22,174,72.4
20,177,77.1
21,162,67.3
22,178,76.5
20,167,64.8
20,168,67.5
20,163,65.9
43,180,78.7
21,178,76.9
21,172,73.8
22,192,90.5
30,159,65.2
24,179,74.9
23,176,75.8
24,167,64.8
22,173,71.6
20,180,78.8
28,169,67.8
22,169,69.5
20,182,83.6
22,178,76.8
21,175,75.6
22,171,70.6
20,183,82.7
20,155,66.5
22,151,63.0
21,172,70.4
23,170,68.5
20,185,83.9
18,169,68.3
19,156,62.1
20,171,69.8
18,167,71.8
20,181,78.3
24,179,75.2
21,179,80.9
20,158,63.7
19,183,83.0
25,169,70.5
23,171,73.4
23,179,79.1
20,188,87.4
20,178,77.2
21,164,64.5
19,173,68.2
19,194,97.4
20,156,62.6
20,150,59.2
20,165,65.6
21,172,71.0
23,166,67.0
22,188,86.1
27,181,78.9
24,154,64.9
21,155,63.8
21,188,85.8
22,181,80.4
19,180,83.1
21,169,73.1
20,172,70.9
20,177,75.7
22,166,69.3
23,179,81.9
18,171,73.2
35,193,92.0
24,166,65.9
24,178,74.7
39,170,70.0
22,176,74.9
19,194,92.7
23,158,64.3
20,160,67.0
20,171,70.9
24,168,67.4
22,186,89.0
23,182,76.1
23,178,78.1
23,152,62.9
19,183,78.2
20,153,62.6
21,162,65.9
23,185,85.7
22,169,69.8
19,179,76.2
21,162,63.2
56,161,72.1
23,170,67.0
22,159,65.6
21,173,75.1
22,168,69.1
19,182,81.4
57,181,81.5
21,156,60.4
21,160,60.9
18,179,81.4
19,175,72.9
20,159,64.6
20,192,93.3
20,170,72.7
22,172,71.4
19,180,77.7
19,166,70.8
21,178,74.7
23,175,72.2
19,148,60.1
21,159,63.9
21,161,62.6
21,176,72.4
21,170,69.6
19,167,72.1
21,159,63.2
23,176,76.7
22,175,78.7
22,165,62.0
20,174,75.8
22,189,85.0
24,164,61.9
18,180,74.5
21,195,98.0
18,170,69.3
21,182,80.8
21,171,68.3
23,186,82.7
19,161,61.9
22,180,77.3
23,176,74.6
21,170,71.9
22,160,66.7
20,160,61.4
19,164,66.8
23,157,63.3
18,156,64.9
20,161,58.6
21,183,82.1
22,181,77.9
22,157,62.1
19,162,66.9
55,186,86.0
21,159,66.0
21,182,76.6
21,166,69.3
21,188,84.0
20,163,69.6
22,166,68.4
21,162,64.7
20,185,86.0
20,170,75.0
21,158,65.9
22,168,71.5
18,176,78.2
20,190,86.4
20,160,64.3
20,171,72.4
24,164,68.5
19,169,71.6
20,181,78.0
22,158,61.3
22,170,67.5
21,194,95.8
22,171,70.1
20,156,63.8
23,167,68.7
24,176,78.0
20,164,63.8
21,180,80.2
19,181,74.3
21,190,84.8
20,172,74.8
23,161,67.7
21,153,59.6
22,180,81.1
24,183,81.4
20,176,70.0
60,184,80.8
18,164,67.5
22,176,77.7
20,176,76.6
22,162,62.8
21,163,67.3
24,167,65.7
23,179,77.8
25,150,66.9
24,169,68.2
25,162,67.5
21,165,69.5
19,159,59.7
23,166,67.2
26,159,65.1
20,174,72.1
21,149,61.6
19,168,68.2
20,175,74.8
23,164,69.4
21,182,82.4
24,176,77.4
22,154,60.8
19,175,77.3
20,162,61.3
21,170,72.8
21,153,58.1
22,169,73.4
20,170,76.4
20,153,61.4
22,163,67.8
18,187,85.9
21,163,68.3
24,174,75.0
19,162,65.9
22,150,68.0
21,175,74.6
25,160,66.0
21,188,85.2
22,186,82.1
23,183,80.2
20,166,72.3
20,161,65.3
21,160,61.4
19,180,75.0
23,162,63.6
23,172,70.9
20,183,76.3
21,182,82.5
28,168,71.4
19,186,81.4
20,164,67.1
22,159,65.0
21,166,68.3
19,171,74.4
20,181,82.9
23,169,71.9
20,168,71.3
21,172,69.5
23,165,70.3
23,155,60.4
20,178,82.6
24,182,82.0
19,150,63.5
22,177,75.2
20,162,63.4
23,166,68.5
24,148,62.7
20,164,65.9
19,180,75.6
20,192,92.8
21,171,72.7
22,177,77.0
25,172,75.1
62,174,69.1
19,179,73.9
20,154,61.6
23,163,69.8
21,157,65.6
37,190,88.1
24,194,91.8
49,170,68.6
23,169,64.5
23,166,66.7
21,181,78.9
21,170,70.8
21,166,66.9
18,163,69.7
21,188,83.3
21,185,80.8
21,156,59.8
20,186,84.5
21,169,70.8
20,158,64.8
20,163,65.0
23,154,56.1
28,163,61.8
20,160,64.9
42,183,82.1
22,176,72.0
21,172,70.9
19,183,81.0
20,173,73.1
20,175,72.8
19,168,72.3
20,164,61.3
22,157,64.8
24,177,77.4
20,171,73.5
24,172,72.5
20,156,62.5
20,150,62.8
20,151,61.5
20,163,65.2
22,181,78.7
22,181,77.7
25,176,75.9
21,167,67.6
48,151,63.4
22,165,66.9
20,188,84.0
19,185,83.0
25,175,74.7
25,158,63.2
55,170,69.0
21,170,69.4
21,176,70.0
20,176,74.2
24,167,69.5
21,164,66.8
21,163,66.4
23,194,92.1
21,163,61.5
30,182,79.5
21,196,98.1
19,162,63.4
23,169,71.7
20,161,64.9
23,177,73.1
25,168,68.0
20,184,79.4
19,156,66.1
21,165,66.1
19,176,72.9
21,180,79.2
20,162,65.3
26,166,67.5
19,170,74.0
25,162,66.9
21,159,62.8
20,171,64.8
55,171,69.1
20,162,67.4
23,168,68.6
25,188,84.7
24,173,75.7
20,194,95.2
21,182,79.2
20,151,59.6
22,166,64.8
22,156,59.8
20,177,79.7
20,162,68.9
20,156,58.7
21,160,63.4
22,159,66.2
20,154,61.4
22,164,69.1
23,185,84.9
23,151,59.1
25,191,89.0
20,172,73.3
21,168,70.4
19,149,65.1
25,180,81.6
21,177,75.0
19,194,98.6
20,155,62.5
22,169,66.8
21,157,61.1
22,179,79.4
20,160,66.8
22,164,67.6
21,159,66.3
22,167,68.0
23,164,63.9
22,164,64.3
19,178,75.0
52,173,72.9
22,158,66.0
22,178,74.5
21,156,65.8
23,180,80.6
20,178,80.2
21,168,68.0
20,186,84.9
38,163,63.6
19,169,70.2
24,162,65.7
24,173,74.3
23,169,67.1
21,192,92.9
22,174,73.0
21,168,67.9
21,188,87.3
21,146,56.9
23,174,69.4
23,149,56.5
21,172,72.6
26,165,65.3
21,180,78.9
21,192,90.9
20,185,83.7
22,150,57.8
20,185,80.9
22,170,71.0
18,180,80.2
21,169,66.1
21,157,63.8
22,181,77.8
24,163,69.6
43,152,59.4
22,157,64.7
20,187,82.6
20,152,61.1
21,178,80.3
21,177,74.5
20,150,56.2
21,160,66.0
19,172,68.6
21,166,68.1
63,180,77.5
20,178,75.3
19,191,89.6
22,179,76.5
24,152,62.1
20,156,59.9
20,171,71.8
19,182,78.2
22,163,69.0
21,168,70.2
21,155,61.8
22,159,65.0
23,158,67.2
25,166,68.7
18,186,81.2
20,143,54.7
25,160,67.6
20,187,86.7
21,177,76.1
22,152,58.6
25,170,71.2
21,173,75.4
22,167,70.4
21,164,65.9
21,160,62.4
21,183,82.7
23,166,69.7
21,158,63.2
21,156,66.4
21,187,82.2
20,171,73.1
19,182,79.2
19,191,92.9
20,168,68.4
23,180,80.3
20,179,79.7
19,165,70.6
21,149,58.8
21,153,61.4
19,170,68.8
19,171,73.5
21,155,59.6
21,164,72.4
19,178,75.2
24,181,79.6
20,169,75.9
20,173,72.2
20,169,66.4
21,171,74.2
20,186,85.8
19,170,72.8
21,180,74.7
19,159,64.5
20,185,86.5
19,156,62.8
21,164,69.9
22,163,72.3
22,160,62.6
22,186,81.6
24,164,64.6
22,186,83.6
22,146,61.4
23,170,71.8
21,163,65.0
42,167,69.2
22,150,61.4
19,184,78.7
23,152,63.4
20,195,91.3
20,176,78.5
26,181,76.7
21,151,58.9
19,165,72.7
48,175,75.8
23,155,60.3
22,189,91.9
20,169,68.7
21,189,85.4
23,175,70.5
21,165,66.2
20,160,60.7
22,176,75.2
21,180,80.1
20,175,78.4
21,157,64.7
19,161,66.9
20,164,66.6
21,156,63.3
20,175,76.5
21,186,81.2
21,185,82.2
21,195,95.0
19,168,69.2
21,181,82.4
25,165,66.2
21,163,66.9
21,170,73.7
21,170,70.1
18,170,73.6
23,150,62.1
20,180,78.3
21,172,69.5
22,168,70.0
22,167,68.3
23,175,74.8
21,176,78.1
19,156,62.5
24,167,66.6
22,174,69.9
21,179,76.9
34,180,79.7
23,176,72.1
28,157,62.7
45,176,78.0
20,188,91.7
20,152,61.4
21,177,76.7
22,179,79.1
21,175,72.9
24,159,62.0
22,179,79.1
22,175,76.3
19,176,74.1
42,168,72.3
21,159,62.8
18,169,72.1
19,176,73.7
19,181,79.6
20,156,62.7
20,168,75.8
60,179,81.5
18,171,69.2
25,164,64.6
23,180,76.6
20,156,68.6
20,165,68.5
22,176,72.2
21,191,86.7
20,154,64.4
22,146,59.3
24,159,60.7
22,168,66.4
20,179,75.7
23,192,89.5
19,149,61.7
22,170,69.0
43,156,61.3
18,189,86.9
21,176,76.6
18,180,79.1
21,182,79.9
22,169,67.1
21,178,75.9
22,177,75.5
19,183,81.4
24,152,62.1
23,195,94.2
22,164,64.9
21,167,68.8
22,184,84.9
22,158,65.0
24,167,71.8
20,166,66.3
18,166,70.7
22,178,77.9
21,190,87.1
22,170,73.1
19,159,61.0
24,180,76.9
25,165,69.3
20,180,79.8
19,174,79.1
22,160,67.7
21,189,91.2
22,179,80.0
24,175,72.0
20,156,59.5
19,180,76.6
20,189,89.7
20,168,67.1
25,169,73.1
23,176,74.0
22,177,72.8
23,196,98.8
23,171,72.9
21,174,71.3
22,179,79.4
18,170,67.9
23,168,69.4
38,182,78.0
20,159,66.0
21,175,77.6
22,167,69.8
21,183,80.7
20,158,63.0
21,162,63.5
22,182,83.4
22,170,74.7
22,175,73.5
22,158,61.9
23,184,79.7
24,170,72.5
22,183,80.7
35,173,70.2
22,182,82.2
19,168,64.4
23,173,68.9
21,150,58.8
22,161,64.7
21,168,72.7
21,164,64.2
24,187,88.0
19,168,69.7
19,168,74.3
23,174,73.2
21,177,73.5
26,156,63.8
20,182,80.1
23,183,80.4
21,173,74.5
22,181,79.9
25,178,75.5
20,180,78.7
25,166,67.6
21,180,77.8
21,165,67.9
18,183,79.0
20,172,75.5
20,178,73.5
25,190,90.8
20,186,88.4
22,159,66.3
52,175,73.1
22,184,87.8
24,162,64.2
22,168,69.2
21,160,64.9
21,169,65.7
20,164,65.6
22,156,63.1
19,164,69.8
19,177,73.5
21,184,85.8
20,167,67.7
23,168,67.9
19,146,61.4
21,160,73.3
62,167,69.8
20,179,76.5
20,182,81.6
21,168,70.5
33,174,74.1
22,183,83.5
21,188,90.0
22,165,66.4
54,162,70.5
24,175,73.4
25,154,64.5
23,182,81.5
22,178,74.3
21,165,69.6
20,171,75.8
21,162,67.1
20,175,72.3
26,157,63.4
56,175,71.1
23,182,80.3
20,162,64.5
44,185,83.6
21,191,95.0
19,171,69.9
22,170,72.5
26,167,66.9
24,178,75.0
26,172,70.8
19,162,64.3
22,176,72.0
26,162,67.4
22,176,81.0
20,167,66.0
23,167,65.7
19,178,76.2
22,177,74.2
21,161,67.3
21,151,60.6
21,188,86.5
23,162,66.7
21,166,72.6
22,170,69.7
20,182,79.5
24,174,77.4
20,179,80.1
23,188,81.2
21,181,76.9
20,166,69.9
20,158,58.7
20,169,70.9
23,147,55.4
21,156,61.0
22,142,55.3
20,183,79.6
19,171,70.4
20,176,77.2
19,171,73.4
21,170,71.6
22,180,82.6
23,179,81.2
18,182,74.8
20,184,85.0
21,148,60.5
22,157,62.0
26,170,73.4
21,174,71.8
19,159,67.6
18,146,56.5
36,173,73.0
21,165,64.9
20,160,64.9
20,168,70.4
20,176,75.7
21,166,66.6
19,166,63.5
22,183,78.5
21,174,78.1
21,189,90.1
19,166,68.9
20,170,67.5
24,188,88.5
22,156,65.3
20,172,73.7
21,167,68.0
64,175,70.8
21,170,69.2
22,177,75.1
21,187,85.6
23,164,72.0
22,166,69.7
19,169,68.9
19,178,80.5
25,189,89.1
57,170,71.2
19,164,68.5
20,194,95.2
23,179,73.8
22,163,63.0
